Title,Price,Availability,Category,Tags,Description
Magikarp,£43.00,126 in stock," Fish, Pokemon"," Fish, magikarp, Swift Swim","Magikarp is virtually useless in battle as it can only splash around. As a result, it is considered to be weak. However, it is actually a very hardy Pokémon that can survive in any body of water no matter how polluted it is."
Gyarados,£79.00,100 in stock," Atrocious, Pokemon"," Atrocious, gyarados, Intimidate","Once Gyarados goes on a rampage, its ferociously violent blood doesn’t calm until it has burned everything down. There are records of this Pokémon’s rampages lasting a whole month."
Lapras,£172.00,89 in stock," Pokemon, Transport"," lapras, Transport, Water Absorb","People have driven Lapras almost to the point of extinction. In the evenings, this Pokémon is said to sing plaintively as it seeks what few others of its kind still remain."
Ditto,£75.00,177 in stock," Pokemon, Transform"," ditto, Limber, Transform","Ditto rearranges its cell structure to transform itself into other shapes. However, if it tries to transform itself into something by relying on its memory, this Pokémon manages to get details wrong."
Eevee,£112.00,234 in stock," Evolution, Pokemon"," eevee, Evolution, Run Away",Eevee has an unstable genetic makeup that suddenly mutates due to the environment in which it lives. Radiation from various stones causes this Pokémon to evolve.
Vaporeon,£147.00,226 in stock," Bubble Jet, Pokemon"," Bubble Jet, vaporeon, Water Absorb",Vaporeon underwent a spontaneous mutation and grew fins and gills that allow it to live underwater. This Pokémon has the ability to freely control water.
Jolteon,£158.00,37 in stock," Lightning, Pokemon"," jolteon, Lightning, Volt Absorb","Jolteon’s cells generate a low level of electricity. This power is amplified by the static electricity of its fur, enabling the Pokémon to drop thunderbolts. The bristling fur is made of electrically charged needles."
Flareon,£34.00,142 in stock," Flame, Pokemon"," Flame, flareon, Flash Fire","Flareon’s fluffy fur has a functional purpose—it releases heat into the air so that its body does not get excessively hot. This Pokémon’s body temperature can rise to a maximum of 1,650 degrees Fahrenheit."
Porygon,£178.00,156 in stock," Pokemon, Virtual"," porygon, Trace, Virtual",Porygon is capable of reverting itself entirely back to program data and entering cyberspace. This Pokémon is copy protected so it cannot be duplicated by copying.
Omanyte,£162.00,13 in stock," Pokemon, Spiral"," omanyte, Shell Armor, Spiral","Omanyte is one of the ancient and long-since-extinct Pokémon that have been regenerated from fossils by people. If attacked by an enemy, it withdraws itself inside its hard shell."
Omastar,£61.00,249 in stock," Pokemon, Spiral"," omastar, Shell Armor, Spiral","Omastar uses its tentacles to capture its prey. It is believed to have become extinct because its shell grew too large and heavy, causing its movements to become too slow and ponderous."
Kabuto,£79.00,187 in stock," Pokemon, Shellfish"," kabuto, Shellfish, Swift Swim","Kabuto is a Pokémon that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The Pokémon has not changed at all for 300 million years."
Kabutops,£57.00,228 in stock," Pokemon, Shellfish"," kabutops, Shellfish, Swift Swim",Kabutops swam underwater to hunt for its prey in ancient times. The Pokémon was apparently evolving from being a water dweller to living on land as evident from the beginnings of change in its gills and legs.
Aerodactyl,£56.00,257 in stock," Fossil, Pokemon"," aerodactyl, Fossil, Rock Head",Aerodactyl is a Pokémon from the age of dinosaurs. It was regenerated from genetic material extracted from amber. It is imagined to have been the king of the skies in ancient times.
Snorlax,£134.00,260 in stock," Pokemon, Sleeping"," Sleeping, snorlax, Thick Fat",Snorlax’s typical day consists of nothing more than eating and sleeping. It is such a docile Pokémon that there are children who use its expansive belly as a place to play.
Articuno,£77.00,101 in stock," Freeze, Pokemon"," articuno, Freeze, Pressure","Articuno is a legendary bird Pokémon that can control ice. The flapping of its wings chills the air. As a result, it is said that when this Pokémon flies, snow will fall."
Zapdos,£133.00,265 in stock," Electric, Pokemon"," Electric, Pressure, zapdos",Zapdos is a legendary bird Pokémon that has the ability to control electricity. It usually lives in thunderclouds. The Pokémon gains power if it is stricken by lightning bolts.
Moltres,£178.00,208 in stock," Flame, Pokemon"," Flame, moltres, Pressure","Moltres is a legendary bird Pokémon that has the ability to control fire. If this Pokémon is injured, it is said to dip its body in the molten magma of a volcano to burn and heal itself."
Dratini,£94.00,275 in stock," Dragon, Pokemon"," Dragon, dratini, Shed Skin",Dratini continually molts and sloughs off its old skin. It does so because the life energy within its body steadily builds to reach uncontrollable levels.
Dragonair,£57.00,119 in stock," Dragon, Pokemon"," Dragon, dragonair, Shed Skin",Dragonair stores an enormous amount of energy inside its body. It is said to alter weather conditions in its vicinity by discharging energy from the crystals on its neck and tail.
Dragonite,£69.00,127 in stock," Dragon, Pokemon"," Dragon, dragonite, Inner Focus",Dragonite is capable of circling the globe in just 16 hours. It is a kindhearted Pokémon that leads lost and foundering ships in a storm to the safety of land.
Mewtwo,£43.00,78 in stock," Genetic, Pokemon"," Genetic, mewtwo, Pressure","Mewtwo is a Pokémon that was created by genetic manipulation. However, even though the scientific power of humans created this Pokémon’s body, they failed to endow Mewtwo with a compassionate heart."
Mew,£136.00,152 in stock," New Species, Pokemon"," mew, New Species, Synchronize","Mew is said to possess the genetic composition of all Pokémon. It is capable of making itself invisible at will, so it entirely avoids notice even if it approaches people."
Chikorita,£127.00,98 in stock," Leaf, Pokemon"," chikorita, Leaf, Overgrow","In battle, Chikorita waves its leaf around to keep the foe at bay. However, a sweet fragrance also wafts from the leaf, becalming the battling Pokémon and creating a cozy, friendly atmosphere all around."
Bayleef,£44.00,299 in stock," Leaf, Pokemon"," bayleef, Leaf, Overgrow",Bayleef’s neck is ringed by curled-up leaves. Inside each tubular leaf is a small shoot of a tree. The fragrance of this shoot makes people peppy.
Meganium,£163.00,71 in stock," Herb, Pokemon"," Herb, meganium, Overgrow","The fragrance of Meganium’s flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe’s fighting spirit."
Cyndaquil,£154.00,184 in stock," Fire Mouse, Pokemon"," Blaze, cyndaquil, Fire Mouse","Cyndaquil protects itself by flaring up the flames on its back. The flames are vigorous if the Pokémon is angry. However, if it is tired, the flames splutter fitfully with incomplete combustion."
Quilava,£85.00,263 in stock," Pokemon, Volcano"," Blaze, quilava, Volcano",Quilava keeps its foes at bay with the intensity of its flames and gusts of superheated air. This Pokémon applies its outstanding nimbleness to dodge attacks even while scorching the foe with flames.
Typhlosion,£191.00,118 in stock," Pokemon, Volcano"," Blaze, typhlosion, Volcano",Typhlosion obscures itself behind a shimmering heat haze that it creates using its intensely hot flames. This Pokémon creates blazing explosive blasts that burn everything to cinders.
Totodile,£190.00,285 in stock," Big Jaw, Pokemon"," Big Jaw, Torrent, totodile","Despite the smallness of its body, Totodile’s jaws are very powerful. While the Pokémon may think it is just playfully nipping, its bite has enough power to cause serious injury."
Croconaw,£175.00,255 in stock," Big Jaw, Pokemon"," Big Jaw, croconaw, Torrent","Once Croconaw has clamped its jaws on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like barbed fishhooks, they become impossible to remove when they have sunk in."
Feraligatr,£183.00,175 in stock," Big Jaw, Pokemon"," Big Jaw, feraligatr, Torrent","Feraligatr intimidates its foes by opening its huge mouth. In battle, it will kick the ground hard with its thick and powerful hind legs to charge at the foe at an incredible speed."
Sentret,£48.00,83 in stock," Pokemon, Scout"," Keen Eye, Scout, sentret","When Sentret sleeps, it does so while another stands guard. The sentry wakes the others at the first sign of danger. When this Pokémon becomes separated from its pack, it becomes incapable of sleep due to fear."
Furret,£154.00,85 in stock," Long Body, Pokemon"," furret, Keen Eye, Long Body","Furret has a very slim build. When under attack, it can slickly squirm through narrow spaces and get away. In spite of its short limbs, this Pokémon is very nimble and fleet."
Hoothoot,£48.00,204 in stock," Owl, Pokemon"," hoothoot, Keen Eye, Owl","Hoothoot has an internal organ that senses and tracks the earth’s rotation. Using this special organ, this Pokémon begins hooting at precisely the same time every day."
Noctowl,£170.00,10 in stock," Owl, Pokemon"," Keen Eye, noctowl, Owl","Noctowl never fails at catching prey in darkness. This Pokémon owes its success to its superior vision that allows it to see in minimal light, and to its soft, supple wings that make no sound in flight."
Ledyba,£98.00,83 in stock," Five Star, Pokemon"," Five Star, ledyba, Swarm",Ledyba secretes an aromatic fluid from where its legs join its body. This fluid is used for communicating with others. This Pokémon conveys its feelings to others by altering the fluid’s scent.
Ledian,£136.00,65 in stock," Five Star, Pokemon"," Five Star, ledian, Swarm","It is said that in lands with clean air, where the stars fill the sky, there live Ledian in countless numbers. There is a good reason for this—the Pokémon uses the light of the stars as its energy."
Spinarak,£199.00,136 in stock," Pokemon, String Spit"," spinarak, String Spit, Swarm",The web spun by Spinarak can be considered its second nervous system. It is said that this Pokémon can determine what kind of prey is touching its web just by the tiny vibrations it feels through the web’s strands.
Ariados,£85.00,50 in stock," Long Leg, Pokemon"," ariados, Long Leg, Swarm",Ariados’s feet are tipped with tiny hooked claws that enable it to scuttle on ceilings and vertical walls. This Pokémon constricts the foe with thin and strong silk webbing.
Crobat,£195.00,245 in stock," Bat, Pokemon"," Bat, crobat, Inner Focus",Crobat sneaks up on its intended prey using wings that barely make a sound. This Pokémon rests by hanging on a tree branch with its rear legs that serve as wings.
